No.,级别,词语,拼音,词性
866,三级,外卖,wàimài,动、名
867,三级,外语,wàiyǔ,名
868,三级,完成,wánchéng,动
869,三级,碗,wǎn,名
870,三级,晚点,wǎndiǎn,动
871,三级,晚会,wǎnhuì,名
872,三级,网球,wǎngqiú,名
873,三级,网站,wǎngzhàn,名
874,三级,忘记,wàngjì,动
875,三级,为,wèi,介
876,三级,为了,wèile,介
877,三级,卫生间,wèishēngjiān,名
878,三级,文化,wénhuà,名
879,三级,屋子,wūzi,名
880,三级,西,xī,名
881,三级,西北,xīběi,名
882,三级,西方,xīfāng,名
883,三级,西瓜,xīguā,名
884,三级,西南,xīnán,名
885,三级,习惯,xíguàn,动、名
886,三级,喜爱,xǐ’ài,动
887,三级,洗衣机,xǐyījī,名
888,三级,洗澡,xǐzǎo,动
889,三级,夏天,xiàtiān,名
890,三级,先,xiān,副
891,三级,香蕉,xiāngjiāo,名
892,三级,相信,xiāngxìn,动
893,三级,箱子,xiāngzi,名
894,三级,向,xiàng,动、介
895,三级（四级）（七-九级）,像,xiàng,动、（副）、（名）
896,三级,相机,xiàngjī,名
897,三级,小区,xiǎoqū,名
898,三级,小心,xiǎoxīn,动、形
899,三级,校园,xiàoyuán,名
900,三级,校长,xiàozhǎng,名
901,三级,鞋,xié,名
902,三级,心里,xīnlǐ,名
903,三级,新年,xīnnián,名
904,三级,新闻,xīnwén,名
905,三级,新鲜,xīnxiān,形
906,三级,信,xìn,动、名
907,三级,信用卡,xìnyòngkǎ,名
908,三级,行,xíng,动、形
909,三级,行李,xíngli,名
910,三级,兴趣,xìngqù,名
911,三级,休假,xiūjià,动
912,三级,需要,xūyào,动、名
913,三级,选,xuǎn,动
914,三级,选择,xuǎnzé,动
915,三级,学期,xuéqī,名
916,三级,牙,yá,名
917,三级,牙刷,yáshuā,名
918,三级,羊,yáng,名
919,三级,养,yǎng,动
920,三级,要求,yāoqiú,动、名
921,三级,页,yè,量
922,三级,一定,yídìng,形、副
923,三级,一共,yígòng,副
924,三级,一块儿,yíkuàir,名、副
925,三级,一样,yíyàng,形
926,三级,以后,yǐhòu,名
927,三级,以前,yǐqián,名
928,三级,以上,yǐshàng,名
929,三级,以外,yǐwài,名
930,三级,以为,yǐwéi,动
931,三级,以下,yǐxià,名
932,三级,一般,yìbān,形
933,三级,一边,yìbiān,副
934,三级,一直,yìzhí,副
935,三级,音乐,yīnyuè,名
936,三级,银行,yínháng,名
937,三级,银行卡,yínhángkǎ,名
938,三级,饮料,yǐnliào,名
939,三级,应该,yīnggāi,动
940,三级,影响,yǐngxiǎng,动、名
941,三级,用,yòng,动
942,三级,邮件,yóujiàn,名
943,三级,游客,yóukè,名
944,三级,游戏,yóuxì,名
945,三级,邮箱,yóuxiāng,名
946,三级,有关,yǒuguān,动、介
947,三级,有名,yǒumíng,形
948,三级,有用,yǒuyòng,形
949,三级,又,yòu,副
950,三级,羽毛球,yǔmáoqiú,名
951,三级,语言,yǔyán,名
952,三级,雨衣,yǔyī,名
953,三级,遇到,yùdào,动
954,三级,遇见,yùjiàn,动
955,三级,园,yuán,名
956,三级,员,yuán,后缀
957,三级,愿意,yuànyì,动
958,三级,越,yuè,副
959,三级,月亮,yuèliang,名
960,三级,运动会,yùndònghuì,名
961,三级,运动员,yùndòngyuán,名
962,三级,咱们,zánmen,代
963,三级,脏,zāng,形
964,三级,怎么办,zěnme bàn,
965,三级,怎样,zěnyàng,代
966,三级,站2,zhàn,动
967,三级,张,zhāng,动、量
968,三级,长,zhǎng,动、后缀
969,三级,着急,zháojí,形
970,三级,照,zhào,动
971,三级,照顾,zhàogù,动
972,三级,照片,zhàopiàn,名
973,三级,照相,zhàoxiàng,动
974,三级,直到,zhídào,动
975,三级,只,zhǐ,副
976,三级,纸,zhǐ,名
977,三级,只能,zhǐ néng,
978,三级,只是,zhǐshì,副、连
979,三级,只要,zhǐyào,连
980,三级,只有,zhǐyǒu,连
981,三级,中,zhōng,名
982,三级,中间,zhōngjiān,名
983,三级,终于,zhōngyú,副
984,三级,种,zhǒng,量
985,三级,重要,zhòngyào,形
986,三级,周末,zhōumò,名
987,三级,主要,zhǔyào,形
988,三级,注意,zhùyì,动
989,三级,住院,zhùyuàn,动
990,三级,字典,zìdiǎn,名
991,三级,自行车,zìxíngchē,名
992,三级,子,zi,后缀
993,三级（五级）,总,zǒng,副、（动、形）
994,三级,总是,zǒngshì,副
995,三级,嘴,zuǐ,名
996,三级,最好,zuìhǎo,副
997,三级,最后,zuìhòu,名
998,三级,最近,zuìjìn,名
999,三级,做客,zuòkè,动
1000,三级,作业,zuòyè,名
1001,四级,啊,ā,叹
1002,四级,爱情,àiqíng,名
1003,四级,爱心,àixīn,名
1004,四级,安检,ānjiǎn,动
1005,四级,安排,ānpái,动
1006,四级,按,àn,动、介
1007,四级,按时,ànshí,副
1008,四级,按照,ànzhào,介
1009,四级,白酒,báijiǔ,名
1010,四级,办公,bàngōng,动
1011,四级,办理,bànlǐ,动
1012,四级,办事,bànshì,动
1013,四级（五级）,棒,bàng,形、（名）
1014,四级,保护,bǎohù,动
1015,四级,保证,bǎozhèng,动、名
1016,四级,抱,bào,动
1017,四级,报考,bàokǎo,动
1018,四级,报名,bàomíng,动
1019,四级,抱歉,bàoqiàn,形
1020,四级,背,bēi,动
1021,四级,背包,bēibāo,名
1022,四级,北部,běibù,名
1023,四级,倍,bèi,量
1024,四级,本科,běnkē,名
1025,四级,本来,běnlái,形、副
1026,四级,笨,bèn,形
1027,四级,鼻子,bízi,名
1028,四级,笔试,bǐshì,动
1029,四级,毕业,bìyè,动
1030,四级,毕业生,bìyèshēng,名
1031,四级,便于,biànyú,动
1032,四级,标准,biāozhǔn,名、形
1033,四级（七-九级）,表,biǎo,名、（动）
1034,四级,表格,biǎogé,名
1035,四级,表示,biǎoshì,动
1036,四级,表现,biǎoxiàn,动
1037,四级,表扬,biǎoyáng,动
1038,四级,饼干,bǐnggān,名
1039,四级,并,bìng,动、副、连
1040,四级,并且,bìngqiě,连
1041,四级,播放,bōfàng,动
1042,四级,博士,bóshì,名
1043,四级,不必,búbì,副
1044,四级,不便,búbiàn,形、动
1045,四级,不断,búduàn,动、副
1046,四级,不够,búgòu,动、副
1047,四级（五级）,不过,búguò,连、（副）
1048,四级,不论,búlùn,连
1049,四级,步,bù,名
1050,四级,部,bù,名、量
1051,四级,不得不,bùdébù,副
1052,四级,部分,bùfen,名
1053,四级,不管,bùguǎn,连
1054,四级,不光,bùguāng,副、连
1055,四级,不仅,bùjǐn,连
1056,四级,不满,bùmǎn,形
1057,四级,部门,bùmén,名
1058,四级,不如,bùrú,动
1059,四级,擦,cā,动
1060,四级,猜,cāi,动
1061,四级,材料,cáiliào,名
1062,四级,参观,cānguān,动
1063,四级,参赛,cānsài,动
1064,四级,餐厅,cāntīng,名
1065,四级,操场,cāochǎng,名
1066,四级,厕所,cèsuǒ,名
1067,四级,查看,chákàn,动
1068,四级,茶叶,cháyè,名
1069,四级,查找,cházhǎo,动
1070,四级,差点儿,chàdiǎnr,形、副
1071,四级,产生,chǎnshēng,动
1072,四级,厂,chǎng,名
1073,四级,场,chǎng,量
1074,四级,超过,chāoguò,动
1075,四级,车速,chēsù,名
1076,四级,车位,chēwèi,名
1077,四级,城,chéng,名
1078,四级,乘1,chéng,动
1079,四级,成功,chénggōng,动、形
1080,四级,乘客,chéngkè,名
1081,四级,诚实,chéngshí,形
1082,四级,成为,chéngwéi,动
1083,四级,乘坐,chéngzuò,动
1084,四级,吃惊,chījīng,动
1085,四级,迟,chí,形
1086,四级（五级）,重,chóng,副、（动）
1087,四级,重新,chóngxīn,副
1088,四级,出差,chūchāi,动
1089,四级（五级）,出口,chūkǒu,名、（动）
1090,四级,出现,chūxiàn,动
1091,四级,出行,chūxíng,动
1092,四级,出租,chūzū,动
1093,四级,厨房,chúfáng,名
1094,四级,厨师,chúshī,名
1095,四级,窗,chuāng,名
1096,四级,窗户,chuānghu,名
1097,四级,吹,chuī,动
1098,四级,词语,cíyǔ,名
1099,四级,此,cǐ,代
1100,四级,此次,cǐ cì,
1101,四级,此外,cǐwài,连
1102,四级,从此,cóngcǐ,副
1103,四级,从来,cónglái,副
1104,四级,从中,cóngzhōng,副
1105,四级,粗,cū,形
1106,四级,粗心,cūxīn,形
1107,四级,村,cūn,名
1108,四级,存,cún,动
1109,四级,错过,cuòguò,动
1110,四级,错误,cuòwù,形、名
1111,四级,答应,dāying,动
1112,四级,答,dá,动
1113,四级,答案,dá’àn,名
1114,四级,达到,dádào,动
1115,四级,打招呼,dǎ zhāohu,
1116,四级,打败,dǎbài,动
1117,四级,打工,dǎgōng,动
1118,四级,打扰,dǎrǎo,动
1119,四级,打印,dǎyìn,动
1120,四级,打印机,dǎyìnjī,名
1121,四级,打折,dǎzhé,动
1122,四级,打针,dǎzhēn,动
1123,四级,大巴,dàbā,名
1124,四级,大大,dàdà,副
1125,四级,大夫,dàifu,名
1126,四级,大量,dàliàng,形
1127,四级,大赛,dàsài,名
1128,四级,大厅,dàtīng,名
1129,四级,大约,dàyuē,副
1130,四级,大自然,dàzìrán,名
1131,四级,待,dāi,动
1132,四级,戴,dài,动
1133,四级,袋子,dàizi,名
1134,四级,单位,dānwèi,名
1135,四级,当,dāng,动、介
1136,四级,当时,dāngshí,名
1137,四级,刀,dāo,名
1138,四级,导游,dǎoyóu,动、名
1139,四级（六级）,倒,dào,动、（副）
1140,四级,道,dào,名、量
1141,四级,到底,dàodǐ,副
1142,四级,到来,dàolái,动
1143,四级,道路,dàolù,名
1144,四级,道歉,dàoqiàn,动
1145,四级,得意,déyì,形
1146,四级,登机,dēngjī,动
1147,四级（五级）,等2,děng,助、（名、量）
1148,四级,等到,děngdào,介
1149,四级,低,dī,形、动
1150,四级,低价,dījià,名
1151,四级,低温,dīwēn,名
1152,四级,低于,dīyú,动
1153,四级,底,dǐ,名
1154,四级,底下,dǐxia,名
1155,四级,地球,dìqiú,名
1156,四级,地址,dìzhǐ,名
1157,四级,点名,diǎnmíng,动
1158,四级,点头,diǎntóu,动
1159,四级,电动车,diàndòngchē,名
1160,四级,电视剧,diànshìjù,名
1161,四级,掉,diào,动
1162,四级,调查,diàochá,动
1163,四级,订,dìng,动
1164,四级,定,dìng,动
1165,四级,东部,dōngbù,名
1166,四级,动车,dòngchē,名
1167,四级,动作,dòngzuò,名
1168,四级,读者,dúzhě,名
1169,四级,堵车,dǔchē,动
1170,四级,度假,dùjià,动
1171,四级,肚子,dùzi,名
1172,四级,短信,duǎnxìn,名
1173,四级（五级）,队,duì,名、（量）
1174,四级,对方,duìfāng,名
1175,四级,对面,duìmiàn,名
1176,四级,对于,duìyú,介
1177,四级,队员,duìyuán,名
1178,四级,队长,duìzhǎng,名
1179,四级（七-九级）,顿,dùn,量、（动）
1180,四级,多么,duōme,副
1181,四级,多数,duōshù,名
1182,四级,多样,duōyàng,形
1183,四级,而,ér,连
1184,四级,儿童,értóng,名
1185,四级,发出,fāchū,动
1186,四级,发送,fāsòng,动
1187,四级,法,fǎ,名
1188,四级,法律,fǎlǜ,名
1189,四级,翻译,fānyì,动、名
1190,四级,烦,fán,形、动
1191,四级,烦恼,fánnǎo,形
1192,四级,反对,fǎnduì,动
1193,四级,方面,fāngmiàn,名
1194,四级,方式,fāngshì,名
1195,四级,房东,fángdōng,名
1196,四级,房租,fángzū,名
1197,四级,放弃,fàngqì,动
1198,四级,放松,fàngsōng,动
1199,四级,费,fèi,名、动
1200,四级,费用,fèiyong,名
1201,四级,分数,fēnshù,名
1202,四级,分为,fēnwéi,动
1203,四级,份,fèn,量
1204,四级,丰富,fēngfù,形
1205,四级,风景,fēngjǐng,名
1206,四级,否则,fǒuzé,连
1207,四级,幅,fú,量
1208,四级,符合,fúhé,动
1209,四级,付,fù,动
1210,四级,父母,fùmǔ,名
1211,四级,父女,fùnǚ,名
1212,四级,父亲,fùqīn,名
1213,四级,复印,fùyìn,动
1214,四级,复杂,fùzá,形
1215,四级,负责,fùzé,动、形
1216,四级,负责人,fùzérén,名
1217,四级,父子,fùzǐ,名
1218,四级,改,gǎi,动
1219,四级,改变,gǎibiàn,动
1220,四级（五级）,干,gān,形、（名）
1221,四级,干杯,gānbēi,动
1222,四级,赶,gǎn,动
1223,四级,敢,gǎn,动
1224,四级,感,gǎn,后缀
1225,四级,感动,gǎndòng,形、动
1226,四级,赶紧,gǎnjǐn,副
1227,四级,感觉,gǎnjué,名、动
1228,四级,赶快,gǎnkuài,副
1229,四级,感情,gǎnqíng,名
1230,四级,感人,gǎnrén,形
1231,四级,赶上,gǎnshàng,动
1232,四级,感受,gǎnshòu,动、名
1233,四级,感谢,gǎnxiè,动
1234,四级,干活儿,gànhuór,动
1235,四级,钢琴,gāngqín,名
1236,四级,高价,gāojià,名
1237,四级,高考,gāokǎo,名
1238,四级,高速,gāosù,形
1239,四级,高温,gāowēn,名
1240,四级,高于,gāoyú,动
1241,四级,胳膊,gēbo,名
1242,四级,歌声,gēshēng,名
1243,四级,歌手,gēshǒu,名
1244,四级,各,gè,代、副
1245,四级,各地,gèdì,名
1246,四级,各个,gègè,代、副
1247,四级,各位,gèwèi,代
1248,四级,各种,gèzhǒng,代
1249,四级,更加,gèngjiā,副
1250,四级,工厂,gōngchǎng,名
1251,四级,功夫,gōngfu,名
1252,四级,公共,gōnggòng,形
1253,四级,功课,gōngkè,名
1254,四级,公里,gōnglǐ,量
1255,四级,公路,gōnglù,名
1256,四级,工人,gōngrén,名
1257,四级,工资,gōngzī,名
1258,四级,共,gòng,副
1259,四级,共同,gòngtóng,形
1260,四级,够,gòu,动、副
1261,四级,购买,gòumǎi,动
1262,四级,购物,gòuwù,动
1263,四级,估计,gūjì,动
1264,四级,姑娘,gūniang,名
1265,四级,鼓励,gǔlì,动
1266,四级,顾客,gùkè,名
1267,四级,故意,gùyì,副
1268,四级,挂,guà,动
1269,四级,关键,guānjiàn,名、形
1270,四级,观看,guānkàn,动
1271,四级,观众,guānzhòng,名
1272,四级（五级）,管,guǎn,动、（名、量）
1273,四级,管理,guǎnlǐ,动
1274,四级,光,guāng,名、形、动、副
1275,四级,广播,guǎngbō,动、名
1276,四级,广告,guǎnggào,名
1277,四级,逛,guàng,动
1278,四级,规定,guīdìng,动、名
1279,四级,国籍,guójí,名
1280,四级,国际,guójì,形、名
1281,四级,果汁,guǒzhī,名
1282,四级,过程,guòchéng,名
1283,四级,海洋,hǎiyáng,名
1284,四级,害羞,hàixiū,形
1285,四级,寒假,hánjià,名
1286,四级,寒冷,hánlěng,形
1287,四级,喊,hǎn,动
1288,四级,汗,hàn,名
1289,四级,航班,hángbān,名
1290,四级,好处,hǎochù,名
1291,四级,好好,hǎohǎo,形、副
1292,四级,好笑,hǎoxiào,形
1293,四级,合格,hégé,形
1294,四级,盒子,hézi,名
1295,四级,红包,hóngbāo,名
1296,四级,厚,hòu,形
1297,四级,后悔,hòuhuǐ,动
1298,四级,忽然,hūrán,副
1299,四级,互联网,hùliánwǎng,名
1300,四级,护士,hùshi,名
1301,四级,互相,hùxiāng,副
1302,四级,话剧,huàjù,名
1303,四级,怀疑,huáiyí,动
1304,四级,坏处,huàichù,名
1305,四级,环保,huánbǎo,名、形
1306,四级,换乘,huànchéng,动
1307,四级,回复,huífù,动
1308,四级,回信,huíxìn,动、名
1309,四级,回忆,huíyì,动
1310,四级,会员,huìyuán,名
1311,四级,活,huó,动、形、名
1312,四级,活动,huódòng,动、名
1313,四级,活泼,huópō,形
1314,四级,火,huǒ,名、形
1315,四级,货,huò,名
1316,四级,获得,huòdé,动
1317,四级,获奖,huòjiǎng,动
1318,四级,获取,huòqǔ,动
1319,四级,基本,jīběn,形、副
1320,四级,基本上,jīběnshàng,副
1321,四级,基础,jīchǔ,名
1322,四级,激动,jīdòng,形、动
1323,四级,积极,jījí,形
1324,四级,积累,jīlěi,动
1325,四级,及时,jíshí,形、副
1326,四级,即使,jíshǐ,连
1327,四级,既,jì,副、连
1328,四级,寄,jì,动
1329,四级,计划,jìhuà,名、动
1330,四级,既然,jìrán,连
1331,四级,技术,jìshù,名
1332,四级,继续,jìxù,动
1333,四级,记者,jìzhě,名
1334,四级,加班,jiābān,动
1335,四级,家具,jiājù,名
1336,四级,加快,jiākuài,动
1337,四级,加强,jiāqiáng,动
1338,四级,加入,jiārù,动
1339,四级,加上,jiāshàng,连
1340,四级,家庭,jiātíng,名
1341,四级,家乡,jiāxiāng,名
1342,四级,加油,jiāyóu,动
1343,四级,加油站,jiāyóuzhàn,名
1344,四级,家长,jiāzhǎng,名
1345,四级,假,jiǎ,形
1346,四级,价格,jiàgé,名
1347,四级,价钱,jiàqián,名
1348,四级,假日,jiàrì,名
1349,四级,减,jiǎn,动
1350,四级,减轻,jiǎnqīng,动
1351,四级,减少,jiǎnshǎo,动
1352,四级,健身,jiànshēn,动
1353,四级,健身房,jiànshēnfáng,名
1354,四级,建议,jiànyì,动、名
1355,四级,江,jiāng,名
1356,四级,将,jiāng,介、副
1357,四级,将来,jiānglái,名
1358,四级,将要,jiāngyào,副
1359,四级（五级）,奖,jiǎng,名、（动）
1360,四级,奖金,jiǎngjīn,名
1361,四级,奖学金,jiǎngxuéjīn,名
1362,四级,降,jiàng,动
1363,四级,降低,jiàngdī,动
1364,四级,降价,jiàngjià,动
1365,四级,降落,jiàngluò,动
1366,四级,降温,jiàngwēn,动
1367,四级（七-九级）,交,jiāo,动、（名）
1368,四级,骄傲,jiāo’ào,形、名
1369,四级,交警,jiāojǐng,名
1370,四级,交流,jiāoliú,动
1371,四级,郊区,jiāoqū,名
1372,四级,交通,jiāotōng,名
1373,四级,教练,jiàoliàn,名
1374,四级,教师,jiàoshī,名
1375,四级,教授,jiàoshòu,名
1376,四级,教学,jiàoxué,名
1377,四级,教育,jiàoyù,名、动
1378,四级,叫作,jiàozuò,动
1379,四级,街道,jiēdào,名
1380,四级,接受,jiēshòu,动
1381,四级,接着,jiēzhe,动、副
1382,四级,结果,jiéguǒ,名、连
1383,四级,节假日,jiéjiàrì,名
1384,四级,节约,jiéyuē,动
1385,四级,结账,jiézhàng,动
1386,四级,解释,jiěshì,动
1387,四级,今后,jīnhòu,名
1388,四级,仅,jǐn,副
